"cart_session","cart_product_id","cart_quantity","cart_id","year","month"
"322fcbd471d269e7503f668361e55decb51e26b2","15","1","10105","2011","5"
"322fcbd471d269e7503f668361e55decb51e26b2","71","1","10106","2011","5"
"fb1ce4d8a5589a08bb4f685cc08b5bedaed5fd77","62","1","10107","2011","5"
"fb1ce4d8a5589a08bb4f685cc08b5bedaed5fd77","11","1","10108","2011","5"
"fb1ce4d8a5589a08bb4f685cc08b5bedaed5fd77","70","1","10109","2011","5"
"7fb5b9da391091d786d8c6b08d07b963d94f2db2","92","2","10110","2011","5"
"7fb5b9da391091d786d8c6b08d07b963d94f2db2","93","2","10111","2011","5"
"44c41ee1c7b050f28c29729c5b6777f6f8773691","35","6","10112","2011","5"
"44c41ee1c7b050f28c29729c5b6777f6f8773691","4","3","10113","2011","5"
"44c41ee1c7b050f28c29729c5b6777f6f8773691","34","1","10114","2011","5"
"44c41ee1c7b050f28c29729c5b6777f6f8773691","12","1","10115","2011","5"
"10abe6c6384f307463155d4c97370d12ffac0499","94","2","10116","2011","5"
"10abe6c6384f307463155d4c97370d12ffac0499","4","1","10117","2011","5"
"323209c9ddb305831346d6413eb3135559f5261e","78","6","10118","2011","5"
"acda3d2af001b43af803383ce98f587e0f80e301","76","6","10119","2011","6"
"d3fac98de7b28bdd57893d1332004912798f2a84","5","4","10120","2011","6"
"d3fac98de7b28bdd57893d1332004912798f2a84","94","1","10121","2011","6"
"d3fac98de7b28bdd57893d1332004912798f2a84","71","1","10122","2011","6"
"d3fac98de7b28bdd57893d1332004912798f2a84","39","1","10123","2011","6"
"d3fac98de7b28bdd57893d1332004912798f2a84","57","1","10124","2011","6"
"d3fac98de7b28bdd57893d1332004912798f2a84","58","1","10125","2011","6"
"d3fac98de7b28bdd57893d1332004912798f2a84","20","1","10126","2011","6"
"d3fac98de7b28bdd57893d1332004912798f2a84","11","1","10127","2011","6"
"a9fd52935a70db13e7f2b372a5947e5489ad981d","83","5","10128","2011","6"
"a9fd52935a70db13e7f2b372a5947e5489ad981d","82","5","10129","2011","6"
"a9fd52935a70db13e7f2b372a5947e5489ad981d","81","4","10130","2011","6"
"a9fd52935a70db13e7f2b372a5947e5489ad981d","92","1","10131","2011","6"
"a9fd52935a70db13e7f2b372a5947e5489ad981d","36","1","10132","2011","6"
"a9fd52935a70db13e7f2b372a5947e5489ad981d","11","1","10133","2011","6"
"2039b02430063b72e847f3e1256432619d651d9e","86","1","10134","2011","6"
"2039b02430063b72e847f3e1256432619d651d9e","59","1","10135","2011","6"
"2039b02430063b72e847f3e1256432619d651d9e","82","1","10136","2011","6"
"db5307b4bdf5e5290834b71ff8c4a1db8fa20f75","52","1","10161","2011","6"
"db5307b4bdf5e5290834b71ff8c4a1db8fa20f75","66","2","10162","2011","6"
"db5307b4bdf5e5290834b71ff8c4a1db8fa20f75","33","1","10163","2011","6"
"db5307b4bdf5e5290834b71ff8c4a1db8fa20f75","34","1","10164","2011","6"
"db5307b4bdf5e5290834b71ff8c4a1db8fa20f75","95","1","10165","2011","6"
"db5307b4bdf5e5290834b71ff8c4a1db8fa20f75","98","1","10166","2011","6"
"ce5cff368ae612204840c5534c81892424622160","72","1","10167","2011","6"
"ce5cff368ae612204840c5534c81892424622160","103","1","10168","2011","6"
"ce5cff368ae612204840c5534c81892424622160","84","1","10169","2011","6"
"ce5cff368ae612204840c5534c81892424622160","4","1","10170","2011","6"
"e6a0852752d094ac3fcdbf67437037e3840f9fe2","2","1","10171","2011","6"
"e6a0852752d094ac3fcdbf67437037e3840f9fe2","73","2","10172","2011","6"
"e6a0852752d094ac3fcdbf67437037e3840f9fe2","80","1","10173","2011","6"
"8a5f3f402616274e6c7b979bb2a5300494a72fdf","31","1","10174","2011","7"
"8a5f3f402616274e6c7b979bb2a5300494a72fdf","2","2","10175","2011","7"
"8a5f3f402616274e6c7b979bb2a5300494a72fdf","30","1","10176","2011","7"
"8a5f3f402616274e6c7b979bb2a5300494a72fdf","3","1","10177","2011","7"
"8a5f3f402616274e6c7b979bb2a5300494a72fdf","5","1","10178","2011","7"
"1ad0fb8b80b26929629d19edcf180e435b979162","62","1","10179","2011","7"
"1ad0fb8b80b26929629d19edcf180e435b979162","6","1","10180","2011","7"
"1ad0fb8b80b26929629d19edcf180e435b979162","3","2","10181","2011","7"
"73f41b6d576ef0c6580f46f55042ab15af5ebfa3","110","1","10182","2011","7"
"73f41b6d576ef0c6580f46f55042ab15af5ebfa3","15","2","10183","2011","7"
"73f41b6d576ef0c6580f46f55042ab15af5ebfa3","60","1","10184","2011","7"
"73f41b6d576ef0c6580f46f55042ab15af5ebfa3","13","1","10185","2011","7"
"73f41b6d576ef0c6580f46f55042ab15af5ebfa3","58","1","10186","2011","7"
"73f41b6d576ef0c6580f46f55042ab15af5ebfa3","75","2","10187","2011","7"
"73f41b6d576ef0c6580f46f55042ab15af5ebfa3","78","2","10188","2011","7"
"404f0422571fc7e3a9f967414b4a8f9d269518cc","78","4","10189","2011","7"
"404f0422571fc7e3a9f967414b4a8f9d269518cc","66","4","10190","2011","7"
"404f0422571fc7e3a9f967414b4a8f9d269518cc","64","2","10191","2011","7"
"404f0422571fc7e3a9f967414b4a8f9d269518cc","6","1","10192","2011","7"
"404f0422571fc7e3a9f967414b4a8f9d269518cc","58","1","10193","2011","7"
"404f0422571fc7e3a9f967414b4a8f9d269518cc","57","1","10194","2011","7"
"7e6f10ffce1bc1cde1711850799364edb31c21e2","59","1","10195","2011","7"
"7e6f10ffce1bc1cde1711850799364edb31c21e2","71","1","10196","2011","7"
"7e6f10ffce1bc1cde1711850799364edb31c21e2","72","1","10197","2011","7"
"7e6f10ffce1bc1cde1711850799364edb31c21e2","14","1","10198","2011","7"
"3ce5ae248a2425b682436776fd9965dedc86f910","80","1","10211","2011","8"
"3ce5ae248a2425b682436776fd9965dedc86f910","72","1","10212","2011","8"
"3ce5ae248a2425b682436776fd9965dedc86f910","42","6","10213","2011","8"
"3ce5ae248a2425b682436776fd9965dedc86f910","94","1","10214","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","9","3","10215","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","15","2","10216","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","84","2","10217","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","85","2","10218","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","4","3","10219","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","6","2","10220","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","87","1","10221","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","70","3","10222","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","72","2","10223","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","38","2","10224","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","41","2","10225","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","42","2","10226","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","44","2","10227","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","36","1","10228","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","77","3","10229","2011","8"
"1262f42f75aabcdb45c770d0554f5b5e492b45b0","105","1","10230","2011","8"
"05bcc41045140c38421d1bfd10a813c243922595","9","1","10231","2011","8"
"05bcc41045140c38421d1bfd10a813c243922595","4","1","10232","2011","8"
"05bcc41045140c38421d1bfd10a813c243922595","6","1","10233","2011","8"
"05bcc41045140c38421d1bfd10a813c243922595","92","1","10234","2011","8"
"05bcc41045140c38421d1bfd10a813c243922595","64","2","10235","2011","8"
"05bcc41045140c38421d1bfd10a813c243922595","65","3","10236","2011","8"
"05bcc41045140c38421d1bfd10a813c243922595","59","1","10237","2011","8"
"05bcc41045140c38421d1bfd10a813c243922595","58","1","10238","2011","8"
"05bcc41045140c38421d1bfd10a813c243922595","12","1","10239","2011","8"
"91862159ca88dbe63389facaa68623ba9309416d","30","1","10240","2011","8"
"91862159ca88dbe63389facaa68623ba9309416d","13","1","10241","2011","8"
"91862159ca88dbe63389facaa68623ba9309416d","31","1","10242","2011","8"
"fe1a22fdcc3adb8882e6bf5d5299edb5686eb9d3","99","1","10243","2011","8"
"b44342215679bdc83cfee6118a345801049fc160","12","1","10244","2011","8"
"b44342215679bdc83cfee6118a345801049fc160","36","1","10245","2011","8"
"b44342215679bdc83cfee6118a345801049fc160","37","1","10246","2011","8"
"b44342215679bdc83cfee6118a345801049fc160","98","1","10247","2011","8"
"b44342215679bdc83cfee6118a345801049fc160","113","1","10248","2011","8"
"d25b36232a75f46ff0b3ae55e3f77449f9e914dc","78","1","10249","2011","8"
"d25b36232a75f46ff0b3ae55e3f77449f9e914dc","59","1","10250","2011","8"
"d25b36232a75f46ff0b3ae55e3f77449f9e914dc","72","1","10251","2011","8"
"d25b36232a75f46ff0b3ae55e3f77449f9e914dc","5","1","10252","2011","8"
"d25b36232a75f46ff0b3ae55e3f77449f9e914dc","4","1","10253","2011","8"
"d25b36232a75f46ff0b3ae55e3f77449f9e914dc","42","1","10254","2011","8"
"2698118eb97b68b53a9dc3c23232d330b068869e","1","2","10255","2011","8"
"2698118eb97b68b53a9dc3c23232d330b068869e","115","2","10256","2011","8"
"cab91cf0e06852e04f7f8b3b85473beeb1353770","111","2","10265","2011","8"
"cab91cf0e06852e04f7f8b3b85473beeb1353770","85","1","10266","2011","8"
"cab91cf0e06852e04f7f8b3b85473beeb1353770","62","2","10267","2011","8"
"cab91cf0e06852e04f7f8b3b85473beeb1353770","73","3","10268","2011","8"
"cab91cf0e06852e04f7f8b3b85473beeb1353770","103","2","10269","2011","8"
"cab91cf0e06852e04f7f8b3b85473beeb1353770","86","2","10270","2011","8"
"cab91cf0e06852e04f7f8b3b85473beeb1353770","112","3","10271","2011","8"
"cab91cf0e06852e04f7f8b3b85473beeb1353770","83","1","10272","2011","8"
"a4828e3de7291a9937c7444f141dd6f2d4905b5b","1","1","10273","2011","8"
"a4828e3de7291a9937c7444f141dd6f2d4905b5b","111","1","10274","2011","8"
"a4828e3de7291a9937c7444f141dd6f2d4905b5b","112","1","10275","2011","8"
"a4828e3de7291a9937c7444f141dd6f2d4905b5b","56","1","10276","2011","8"
"a4828e3de7291a9937c7444f141dd6f2d4905b5b","110","1","10277","2011","8"
"a4828e3de7291a9937c7444f141dd6f2d4905b5b","4","1","10278","2011","8"
"754db409639a98ac996767834f94b48f8e1a3466","115","1","10279","2011","8"
"754db409639a98ac996767834f94b48f8e1a3466","115","1","10280","2011","8"
"66bdb6b00600110e0682d552d150bed00e6aea79","74","1","10281","2011","8"
"66bdb6b00600110e0682d552d150bed00e6aea79","86","1","10282","2011","8"
"66bdb6b00600110e0682d552d150bed00e6aea79","11","1","10283","2011","8"
"66bdb6b00600110e0682d552d150bed00e6aea79","84","1","10284","2011","8"
"cf8dd9a2d8daa7018d7665d752d862f6f83a252e","75","5","10285","2011","8"
"cf8dd9a2d8daa7018d7665d752d862f6f83a252e","76","2","10286","2011","8"
"cf8dd9a2d8daa7018d7665d752d862f6f83a252e","78","2","10287","2011","8"
"cf8dd9a2d8daa7018d7665d752d862f6f83a252e","71","1","10288","2011","8"
"cf8dd9a2d8daa7018d7665d752d862f6f83a252e","114","1","10289","2011","8"
"c567a77850959cf6ba098f978b25e6d763d554fe","57","2","10290","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","12","1","10291","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","81","2","10292","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","71","1","10293","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","65","2","10294","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","67","2","10295","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","10","1","10296","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","6","2","10297","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","41","2","10298","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","43","2","10299","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","111","1","10300","2011","9"
"c567a77850959cf6ba098f978b25e6d763d554fe","75","2","10301","2011","9"
"e260070510a3036c3fc4e2a504671d72e449ec79","34","1","10302","2011","9"
"e260070510a3036c3fc4e2a504671d72e449ec79","113","1","10303","2011","9"
"e260070510a3036c3fc4e2a504671d72e449ec79","101","1","10304","2011","9"
"e260070510a3036c3fc4e2a504671d72e449ec79","79","1","10305","2011","9"
"bb0906350590a14911973e129f3cd1b25a2a2a48","12","1","10306","2011","9"
"0ae68cd3228ea1c0508dbd9030c1260ddc3bdab2","63","1","10307","2011","9"
"0ae68cd3228ea1c0508dbd9030c1260ddc3bdab2","103","1","10308","2011","9"
"0ae68cd3228ea1c0508dbd9030c1260ddc3bdab2","38","1","10309","2011","9"
"0ae68cd3228ea1c0508dbd9030c1260ddc3bdab2","36","1","10310","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","111","1","10311","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","103","1","10312","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","102","1","10313","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","109","1","10314","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","11","1","10315","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","84","1","10316","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","81","2","10317","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","83","1","10318","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","71","1","10319","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","87","1","10320","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","104","1","10321","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","53","1","10322","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","32","1","10323","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","65","2","10324","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","64","2","10325","2011","9"
"1033b5310dacba672c1a5cec616e1ad3acdb735a","92","1","10326","2011","9"
"1b3ff0aa72688e7193ef1a83839ba631889447c4","89","1","10327","2011","9"
"1b3ff0aa72688e7193ef1a83839ba631889447c4","79","1","10328","2011","9"
"1b3ff0aa72688e7193ef1a83839ba631889447c4","101","1","10329","2011","9"
"1b3ff0aa72688e7193ef1a83839ba631889447c4","44","1","10330","2011","9"
"1b3ff0aa72688e7193ef1a83839ba631889447c4","39","1","10331","2011","9"
"af1fb839a0994ce987f660c67cd15bbdfb21b558","12","7","10332","2011","9"
"af1fb839a0994ce987f660c67cd15bbdfb21b558","63","3","10333","2011","9"
"af1fb839a0994ce987f660c67cd15bbdfb21b558","88","1","10334","2011","9"
"af1fb839a0994ce987f660c67cd15bbdfb21b558","87","1","10335","2011","9"
"af1fb839a0994ce987f660c67cd15bbdfb21b558","66","4","10336","2011","9"
"af1fb839a0994ce987f660c67cd15bbdfb21b558","32","4","10337","2011","9"
"af1fb839a0994ce987f660c67cd15bbdfb21b558","31","1","10338","2011","9"
"af1fb839a0994ce987f660c67cd15bbdfb21b558","9","1","10339","2011","9"
"f8d27232af84448f0d45395a0bebfd9b58e9b1d8","78","4","10340","2011","9"
"f8d27232af84448f0d45395a0bebfd9b58e9b1d8","80","2","10341","2011","9"
"f8d27232af84448f0d45395a0bebfd9b58e9b1d8","71","4","10342","2011","9"
"271b8b43d9f1a05c391ad2b15f28f34a734db5eb","104","2","10344","2011","9"
"cdfa7412ccefd2c216817b60392de07b3c5ead7b","11","5","10345","2011","9"
"cdfa7412ccefd2c216817b60392de07b3c5ead7b","32","3","10346","2011","9"
"cdfa7412ccefd2c216817b60392de07b3c5ead7b","62","1","10347","2011","9"
"cdfa7412ccefd2c216817b60392de07b3c5ead7b","114","1","10348","2011","9"
"cdfa7412ccefd2c216817b60392de07b3c5ead7b","66","5","10349","2011","9"
"cdfa7412ccefd2c216817b60392de07b3c5ead7b","64","2","10350","2011","9"
"7e90f9874710d06cca302d2b9b580b12e36452ae","78","1","10351","2011","9"
"7e90f9874710d06cca302d2b9b580b12e36452ae","1","1","10352","2011","9"
"7e90f9874710d06cca302d2b9b580b12e36452ae","105","1","10353","2011","9"
"f670d3ca3469164fca5db996c6844b38f6d5d457","105","1","10354","2011","9"
"f670d3ca3469164fca5db996c6844b38f6d5d457","105","1","10355","2011","9"
"f670d3ca3469164fca5db996c6844b38f6d5d457","105","1","10356","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","9","1","10357","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","72","1","10358","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","1","1","10359","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","4","2","10360","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","64","1","10361","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","14","1","10362","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","55","1","10363","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","58","1","10364","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","80","1","10365","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","36","1","10366","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","37","1","10367","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","111","1","10368","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","3","1","10369","2011","9"
"2e336560430e6266452ee2b1a1d28e2fad4604cd","12","1","10370","2011","9"
"fbcb7c4cea1437f0255ba8c6d72c65a76ec2965a","85","1","10371","2011","9"
"9ccb2a4132cb79b9cd78392b0c84a67087191dfc","62","2","10372","2011","9"
"9ccb2a4132cb79b9cd78392b0c84a67087191dfc","3","2","10373","2011","9"
"9ccb2a4132cb79b9cd78392b0c84a67087191dfc","114","2","10374","2011","9"
"9ccb2a4132cb79b9cd78392b0c84a67087191dfc","70","2","10375","2011","9"
"9ccb2a4132cb79b9cd78392b0c84a67087191dfc","38","2","10376","2011","9"
"9ccb2a4132cb79b9cd78392b0c84a67087191dfc","115","2","10377","2011","9"
"306bcc144707534671ccc17326d49770cb7a3643","87","1","10378","2011","9"
"306bcc144707534671ccc17326d49770cb7a3643","15","1","10379","2011","9"
"306bcc144707534671ccc17326d49770cb7a3643","4","2","10380","2011","9"
"306bcc144707534671ccc17326d49770cb7a3643","70","2","10381","2011","9"
"306bcc144707534671ccc17326d49770cb7a3643","45","1","10382","2011","9"
"306bcc144707534671ccc17326d49770cb7a3643","42","2","10383","2011","9"
"47ddbba567758c56c5ebbb093f714f7557dfa39e","114","1","10412","2011","9"
"47ddbba567758c56c5ebbb093f714f7557dfa39e","9","2","10413","2011","9"
"47ddbba567758c56c5ebbb093f714f7557dfa39e","1","1","10414","2011","9"
"47ddbba567758c56c5ebbb093f714f7557dfa39e","55","1","10415","2011","9"
"47ddbba567758c56c5ebbb093f714f7557dfa39e","44","1","10416","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","75","2","10417","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","4","1","10418","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","103","1","10419","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","111","1","10420","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","60","1","10421","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","65","2","10422","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","87","1","10423","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","114","1","10424","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","12","1","10425","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","1","1","10426","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","64","2","10427","2011","9"
"21b430a4b1dd9064e4afc1e5734fda697632f619","78","2","10428","2011","9"
"b0b5fd6c19c57075aea782ea6507a362808d431f","70","1","10429","2011","9"
"b0b5fd6c19c57075aea782ea6507a362808d431f","59","1","10430","2011","9"
"b0b5fd6c19c57075aea782ea6507a362808d431f","105","1","10431","2011","9"
"b0b5fd6c19c57075aea782ea6507a362808d431f","103","1","10432","2011","9"
"b0b5fd6c19c57075aea782ea6507a362808d431f","62","1","10433","2011","9"
"b0b5fd6c19c57075aea782ea6507a362808d431f","14","1","10434","2011","9"
"b0b5fd6c19c57075aea782ea6507a362808d431f","72","1","10435","2011","9"
"b0b5fd6c19c57075aea782ea6507a362808d431f","58","1","10436","2011","9"
"52187ac24e545b5b735ecd80564b2d744522be24","105","1","10437","2011","9"
"58916ea097e9ee71a283d924fbb1b546a8e8d6bf","80","1","10438","2011","9"
"58916ea097e9ee71a283d924fbb1b546a8e8d6bf","60","1","10439","2011","9"
"08b851008c229355a2ae491376d4506bd4c30bbd","5","2","10440","2011","9"
